"Time","HomeSchedulingName","AwaySchedulingName","HomeTeam","AwayTeam","HomeScores","VisitorScores","Pool","Division","Field","ReservationGroup","Place","GameName"
"2019-05-18 10:00:00",,,"Piratos","Bad Raps","1","8","Round Robin","U14 Quali SW","U14","Quali SW","MTV Karlsruhe",
"2019-05-18 11:00:00",,,"Bad Raps","Heppie Frisbeez","1","10","Round Robin","U14 Quali SW","U14","Quali SW","MTV Karlsruhe",
"2019-05-18 09:00:00",,,"Lions","Piratos","10","2","Round Robin","U17 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 09:30:00",,,"Eintracht Frankfurt","Disconnection Kirchzarten","9","3","Round Robin","U17 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 10:00:00",,,"Lions","ToGetHer","12","4","Round Robin","U20 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 11:05:00",,,"Disconnection Kirchzarten","Bad Raps","0","12","Round Robin","U17 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 12:25:00",,,"Piratos","Bad Raps","4","8","Round Robin","U17 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 12:55:00",,,"Lions","Disconnection Kirchzarten","12","1","Round Robin","U17 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 14:15:00",,,"Disconnection Kirchzarten","Piratos","3","6","Round Robin","U17 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 14:45:00",,,"Kirchheim Ultimate Juniors","Lions","2","12","Round Robin","U17 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 15:30:00",,,"Eintracht Frankfurt","Piratos","2","9","Round Robin","U17 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 16:00:00",,,"Lions","Bad Raps","9","5","Round Robin","U17 Quali SW","1","Quali SW","MTV Karlsruhe",
"2019-05-18 09:00:00",,,"Bad Raps","Kirchheim Ultimate Juniors","7","3","Round Robin","U17 Quali SW","2","Quali SW","MTV Karlsruhe",
"2019-05-18 10:35:00",,,"Piratos","Kirchheim Ultimate Juniors","6","4","Round Robin","U17 Quali SW","2","Quali SW","MTV Karlsruhe",
"2019-05-18 11:05:00",,,"Eintracht Frankfurt","Lions","2","12","Round Robin","U17 Quali SW","2","Quali SW","MTV Karlsruhe",
"2019-05-18 11:35:00",,,"ToGetHer","Lions","3","7","Round Robin","U20 Quali SW","2","Quali SW","MTV Karlsruhe",
"2019-05-18 12:55:00",,,"Kirchheim Ultimate Juniors","Eintracht Frankfurt","7","4","Round Robin","U17 Quali SW","2","Quali SW","MTV Karlsruhe",
"2019-05-18 14:15:00",,,"Bad Raps","Eintracht Frankfurt","10","1","Round Robin","U17 Quali SW","2","Quali SW","MTV Karlsruhe",
"2019-05-18 16:00:00",,,"Kirchheim Ultimate Juniors","Disconnection Kirchzarten","8","5","Round Robin","U17 Quali SW","2","Quali SW","MTV Karlsruhe",
"2019-05-18 10:00:00",,,"Endzonis","Pizza Volante","1","12","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 10:30:00",,,"Disckick","Disckick II","8","4","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 11:30:00",,,"Endzonis","Pizza Volante II","4","5","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 12:00:00",,,"Disckick II","Pizza Volante","3","8","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 13:00:00",,,"Pizza Volante II","Disckick","1","12","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 13:30:00",,,"Disckick II","Endzonis","8","1","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 14:30:00",,,"Pizza Volante","Pizza Volante II","8","5","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 15:00:00",,,"Disckick","Endzonis","8","3","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 16:00:00",,,"Pizza Volante II","Disckick II","5","8","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 16:30:00",,,"Pizza Volante","Disckick","4","6","Round Robin","U14 Quali NO","U14","Quali NO","Leipzig",
"2019-05-18 11:00:00",,,"Disckick","Pizza Volante II","8","3","Round Robin","U17 Quali NO","1","Quali NO","Leipzig",
"2019-05-18 11:30:00",,,"Disckick","Pizza Volante","9","7","Round Robin","U20 Quali NO","1","Quali NO","Leipzig",
"2019-05-18 12:15:00",,,"Pizza Volante II","Drehst'n Deckel","9","10","Round Robin","U17 Quali NO","1","Quali NO","Leipzig",
"2019-05-18 13:30:00",,,"Drehst'n Deckel","Disckick","5","10","Round Robin","U17 Quali NO","1","Quali NO","Leipzig",
"2019-05-18 14:00:00",,,"Pizza Volante","Disckick","9","8","Round Robin","U20 Quali NO","1","Quali NO","Leipzig",
"2019-05-18 15:15:00","Round Robin 1","Round Robin 2","Disckick","Pizza Volante","9","6","Finale","U17 Quali NO","1","Quali NO","Leipzig",
"2019-05-18 11:00:00",,,"Pizza Volante","Drehst'n Deckel","11","3","Round Robin","U17 Quali NO","2","Quali NO","Leipzig",
"2019-05-18 12:15:00",,,"Pizza Volante","Disckick","6","9","Round Robin","U17 Quali NO","2","Quali NO","Leipzig",
"2019-05-18 13:30:00",,,"Pizza Volante II","Pizza Volante","2","10","Round Robin","U17 Quali NO","2","Quali NO","Leipzig",
"2019-05-18 15:15:00","Round Robin 3","Round Robin 4","Drehst'n Deckel","Pizza Volante II","10","5","Finale 3-4","U17 Quali NO","2","Quali NO","Leipzig",
"2019-05-19 09:00:00",,,"NextGen Nürnberg","Wegwerfgesellschaft","15","10","Round Robin","Open Grandmasters","1","grandmasters","DJK BFC Concordia, Ziegelstein",
"2019-05-19 11:30:00",,,"TeKielas","Wegwerfgesellschaft","15","14","Round Robin","Open Grandmasters","1","grandmasters","DJK BFC Concordia, Ziegelstein",
"2019-05-19 14:00:00","Round Robin 1","Round Robin 2","Feldrentner","Wolpertinger GM","15","7","Finale","Open Grandmasters","1","grandmasters","DJK BFC Concordia, Ziegelstein",
"2019-05-19 09:00:00",,,"Feldrentner","TeKielas","15","8","Round Robin","Open Grandmasters","2","grandmasters","DJK BFC Concordia, Ziegelstein",
"2019-05-19 11:30:00",,,"Wolpertinger GM","Feldrentner","7","15","Round Robin","Open Grandmasters","2","grandmasters","DJK BFC Concordia, Ziegelstein",
"2019-05-25 09:00:00",,,"Frankas","JinX","0","15","Pool A","DFV-Pokal Damen","1","Pokal Damen","Heidelberg",
"2019-05-25 11:30:00",,,"Mainzelmädchen","Frankas","15","5","Pool A","DFV-Pokal Damen","1","Pokal Damen","Heidelberg",
"2019-05-25 14:00:00",,,"JinX","Mainzelmädchen","7","15","Pool A","DFV-Pokal Damen","1","Pokal Damen","Heidelberg",
"2019-05-25 16:30:00","Pool A 2","Pool B 3","JinX","Black Foxx","15","6","Zwischenrunde","DFV-Pokal Damen","1","Pokal Damen","Heidelberg",
"2019-05-25 09:00:00",,,"Heidelbärchen","Black Foxx","15","6","Pool B","DFV-Pokal Damen","2","Pokal Damen","Heidelberg",
"2019-05-25 11:30:00",,,"Woodchicas","Heidelbärchen","15","14","Pool B","DFV-Pokal Damen","2","Pokal Damen","Heidelberg",
"2019-05-25 14:00:00",,,"Black Foxx","Woodchicas","10","15","Pool B","DFV-Pokal Damen","2","Pokal Damen","Heidelberg",
"2019-05-25 16:30:00","Pool B 2","Pool A 3","Heidelbärchen","Frankas","15","2","Zwischenrunde","DFV-Pokal Damen","2","Pokal Damen","Heidelberg",
"2019-05-25 09:00:00",,,"M.U.C.","Hässliche Erdferkel","15","7","Vorrunde 1","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 10:40:00",,," Bad Skid","Wall City","15","5","Vorrunde 1","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 12:20:00","W2","W4","M.U.C.","FrankN","15","10","Vorrunde 2","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein","7347"
"2019-05-25 14:00:00","W1","W3"," Bad Skid","Heidees","15","8","Vorrunde 2","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein","7348"
"2019-05-25 16:10:00","W11","W15"," Bad Skid","Frizzly Bears","15","4","Finale 1-8","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 17:50:00","L15","L17","Hässliche Erdferkel","Funatics","15","14","Finale 9-16","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 09:00:00",,,"FrankN","7 Schwaben","15","13","Vorrunde 1","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 10:40:00",,,"Family Ultimate","Heidees","13","15","Vorrunde 1","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 12:20:00","L4","W7","7 Schwaben","Hucks Ultimate Berlin","15","5","Vorrunde 2","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein","7349"
"2019-05-25 14:00:00","L3","W8","Family Ultimate","Ars Ludendi","15","10","Vorrunde 2","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein","7350"
"2019-05-25 16:10:00","W12","W16","M.U.C.","Hardfisch","15","14","Finale 1-8","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 17:50:00","L16","L18","Wall City","2MUCL","15","7","Finale 9-16","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 09:00:00",,,"Frizzly Bears","2MUCL","15","9","Vorrunde 1","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 10:40:00",,,"Hardfisch","Disckick","15","8","Vorrunde 1","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 12:20:00","W5","L2","Frizzly Bears","Hässliche Erdferkel","15","13","Vorrunde 2","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein","7351"
"2019-05-25 14:00:00","W6","L1","Hardfisch","Wall City","15","14","Vorrunde 2","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein","7352"
"2019-05-25 16:10:00","L11","W13","Heidees","7 Schwaben","9","15","Finale 1-8","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 17:50:00","L13","W17","Hucks Ultimate Berlin","Disckick","10","15","Finale 9-16","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 09:00:00",,,"Hucks Ultimate Berlin","Kiel2","15","12","Vorrunde 1","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 10:40:00",,,"Ars Ludendi","Funatics","15","8","Vorrunde 1","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 12:20:00","L5","L7","2MUCL","Kiel2","12","15","Vorrunde 2","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein","7354"
"2019-05-25 14:00:00","L6","L8","Disckick","Funatics","15","9","Vorrunde 2","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein","7353"
"2019-05-25 16:10:00","L12","W14","FrankN","Family Ultimate","13","15","Finale 1-8","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-25 17:50:00","L14","W18","Ars Ludendi","Kiel2","15","8","Finale 9-16","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 09:00:00","Pool A 1","W2","Mainzelmädchen","Heidelbärchen","15","11","Finale 1-4","DFV-Pokal Damen","1","Pokal Damen","Heidelberg",
"2019-05-26 10:40:00","L1","L2","Black Foxx","Frankas","13","12","Spiel um Platz 5","DFV-Pokal Damen","1","Pokal Damen","Heidelberg",
"2019-05-26 13:10:00","SF Winner 1","SF Winner 2","Mainzelmädchen","Woodchicas","15","13","Finale 1-4 Finals","DFV-Pokal Damen","1","Pokal Damen","Heidelberg",
"2019-05-26 09:00:00","Pool B 1","W1","Woodchicas","JinX","15","9","Finale 1-4","DFV-Pokal Damen","2","Pokal Damen","Heidelberg",
"2019-05-26 11:30:00","SF Loser 1","SF Loser 2","Heidelbärchen","JinX","15","9","Finale 1-4 Finals","DFV-Pokal Damen","2","Pokal Damen","Heidelberg",
"2019-05-26 09:00:00","QF Winner 1","QF Winner 2","Hässliche Erdferkel","Ars Ludendi","12","15","Finale 9-16 Semifinals","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 10:40:00","QF Winner 1","QF Winner 2"," Bad Skid","Family Ultimate","15","8","Finale 1-8 Semifinals","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 12:20:00","SF Winner 1","SF Winner 2","Ars Ludendi","Wall City","6","15","Finale 9-16 Finals","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 15:00:00","SF Winner 1","SF Winner 2"," Bad Skid","M.U.C.","15","8","Finale 1-8 Finals","DFV-Pokal Open","1","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 09:00:00","QF Winner 3","QF Winner 4","Wall City","Disckick","15","12","Finale 9-16 Semifinals","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 10:40:00","QF Winner 3","QF Winner 4","M.U.C.","7 Schwaben","15","14","Finale 1-8 Semifinals","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 12:20:00","SF Loser 1","SF Loser 2","Hässliche Erdferkel","Disckick","9","15","Finale 9-16 Finals","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 14:00:00","SF Loser 1","SF Loser 2","Family Ultimate","7 Schwaben","9","15","Finale 1-8 Finals","DFV-Pokal Open","2","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 09:00:00","QF Loser 1","QF Loser 2","Funatics","Kiel2","11","15","Finale 9-16 Semifinals","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 10:40:00","QF Loser 1","QF Loser 2","Frizzly Bears","FrankN","10","15","Finale 1-8 Semifinals","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 12:20:00","SF Winner 3","SF Winner 4","Kiel2","Hucks Ultimate Berlin","13","15","Finale 9-16 Finals","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 14:00:00","SF Winner 3","SF Winner 4","FrankN","Heidees","10","15","Finale 1-8 Finals","DFV-Pokal Open","3","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 09:00:00","QF Loser 3","QF Loser 4","2MUCL","Hucks Ultimate Berlin","8","15","Finale 9-16 Semifinals","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 10:40:00","QF Loser 3","QF Loser 4","Hardfisch","Heidees","14","15","Finale 1-8 Semifinals","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 12:20:00","SF Loser 3","SF Loser 4","Funatics","2MUCL","10","15","Finale 9-16 Finals","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-05-26 14:00:00","SF Loser 3","SF Loser 4","Frizzly Bears","Hardfisch","8","15","Finale 1-8 Finals","DFV-Pokal Open","4","Pokal Open","DJK BFC Concordia, Ziegelstein",
"2019-06-16 09:00:00",,,"Cologne Colibris","UFO","4","8","Round Robin","U20 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 09:30:00",,,"UFO","TV Südkamen","8","4","Round Robin","U17 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 10:20:00",,,"UFO","TV Südkamen","5","6","Round Robin","U20 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 10:50:00",,,"TV Südkamen","Seans's Sheep","10","2","Round Robin","U17 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 11:40:00",,,"Äitschbees","TV Südkamen","8","5","Round Robin","U20 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 12:10:00",,,"TV Südkamen","Äitschbees","8","4","Round Robin","U17 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 13:00:00",,,"TV Südkamen","Seans's Sheep","5","7","Round Robin","U20 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 13:30:00",,,"TV Verl","TV Südkamen","1","10","Round Robin","U17 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 14:20:00",,,"Cologne Colibris","TV Südkamen","6","5","Round Robin","U20 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 14:50:00",,,"Cologne Colibris","TV Südkamen","4","8","Round Robin","U17 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 15:40:00",,,"TV Südkamen","Nullacht! Ultimate","3","7","Round Robin","U20 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 17:00:00",,,"Äitschbees","Nullacht! Ultimate","7","0","Round Robin","U20 Quali NW","1","Quali NW","Hermannsburg",
"2019-06-16 09:00:00",,,"Nullacht! Ultimate","Seans's Sheep","6","5","Round Robin","U20 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 09:30:00",,,"Äitschbees","Seans's Sheep","10","5","Round Robin","U17 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 10:20:00",,,"Nullacht! Ultimate","Cologne Colibris","6","4","Round Robin","U20 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 10:50:00",,,"TV Verl","Äitschbees","3","9","Round Robin","U17 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 11:40:00",,,"UFO","Nullacht! Ultimate","7","6","Round Robin","U20 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 12:10:00",,,"UFO","TV Verl","7","3","Round Robin","U17 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 13:00:00",,,"Äitschbees","UFO","7","4","Round Robin","U20 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 13:30:00",,,"Äitschbees","Cologne Colibris","7","8","Round Robin","U17 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 14:20:00",,,"UFO","FischbeesNEXT","8","1","Round Robin","U20 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 14:50:00",,,"UFO","Äitschbees","7","3","Round Robin","U17 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 15:40:00",,,"Cologne Colibris","Äitschbees","5","7","Round Robin","U20 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 17:00:00",,,"Seans's Sheep","Cologne Colibris","5","7","Round Robin","U20 Quali NW","2","Quali NW","Hermannsburg",
"2019-06-16 09:00:00",,,"FischbeesNEXT","Äitschbees","0","8","Round Robin","U20 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 09:30:00",,,"Cologne Colibris","TV Verl","8","2","Round Robin","U17 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 10:20:00",,,"FischbeesNEXT","Seans's Sheep","2","9","Round Robin","U20 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 10:50:00",,,"Cologne Colibris","UFO","4","9","Round Robin","U17 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 11:40:00",,,"FischbeesNEXT","Cologne Colibris","2","6","Round Robin","U20 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 12:10:00",,,"Seans's Sheep","Cologne Colibris","3","11","Round Robin","U17 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 13:00:00",,,"Nullacht! Ultimate","FischbeesNEXT","11","0","Round Robin","U20 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 13:30:00",,,"Seans's Sheep","UFO","4","9","Round Robin","U17 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 14:20:00",,,"Seans's Sheep","Äitschbees","3","7","Round Robin","U20 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 14:50:00",,,"Seans's Sheep","TV Verl","7","6","Round Robin","U17 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 15:40:00",,,"Seans's Sheep","UFO","5","7","Round Robin","U20 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 17:00:00",,,"TV Südkamen","FischbeesNEXT","7","1","Round Robin","U20 Quali NW","3","Quali NW","Hermannsburg",
"2019-06-16 10:00:00",,,"TV Verl","Äitschbees I","3","10","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-16 10:30:00",,,"Cologne Colibris","Äitschbees II","6","7","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-16 11:20:00",,,"TV Verl","Seans's Sheep","8","4","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-16 11:50:00",,,"Äitschbees II","Äitschbees I","2","11","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-16 12:40:00",,,"Seans's Sheep","Cologne Colibris","12","2","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-16 13:10:00",,,"Äitschbees II","TV Verl","4","8","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-16 14:00:00",,,"Äitschbees I","Seans's Sheep","11","3","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-16 14:30:00",,,"Cologne Colibris","TV Verl","6","7","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-16 15:20:00",,,"Seans's Sheep","Äitschbees II","10","2","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-16 15:50:00",,,"Äitschbees I","Cologne Colibris","9","1","Round Robin","U14 Quali NW","4","Quali NW","Hermannsburg",
"2019-06-22 09:00:00",,,"Colorado","Sturmflut","15","8","Pool A","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-22 10:40:00",,,"Ars Ludendi","Frau Rauscher & the Bembelboys","15","9","Pool B","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-22 12:20:00",,,"ULMtimates","Disc-o-Fever","15","12","Pool A","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-22 14:00:00",,,"Deine Mudder","Hässliche Erdferkel","15","10","Pool B","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-22 15:40:00",,,"Colorado","Tiefseetaucher","15","12","Pool A","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-22 17:20:00",,,"Ars Ludendi","Mainzelrenner","14","15","Pool B","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-22 09:00:00",,,"Disc-o-Fever","Sugar Mix","5","15","Pool A","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-22 10:40:00",,,"Hässliche Erdferkel","Maultaschen","15","11","Pool B","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-22 12:20:00",,,"Disckick","Colorado","7","15","Pool A","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-22 14:00:00",,,"Disconnection","Ars Ludendi","10","15","Pool B","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-22 15:40:00",,,"Disc-o-Fever","Die 7 Todsünden","8","15","Pool A","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-22 17:20:00",,,"Hässliche Erdferkel","Zamperl","15","9","Pool B","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-22 09:00:00",,,"Die 7 Todsünden","ULMtimates","15","10","Pool A","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-22 10:40:00",,,"Zamperl","Deine Mudder","13","15","Pool B","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-22 12:20:00",,,"Sturmflut","Tiefseetaucher","13","15","Pool A","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-22 14:00:00",,,"Frau Rauscher & the Bembelboys","Mainzelrenner","7","15","Pool B","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-22 15:40:00",,,"Sturmflut","Disckick","15","6","Pool A","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-22 17:20:00",,,"Frau Rauscher & the Bembelboys","Disconnection","12","15","Pool B","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-22 09:00:00",,,"Tiefseetaucher","Disckick","15","11","Pool A","Mixed 1. Liga","4","mixed1","ESV München",
"2019-06-22 10:40:00",,,"Mainzelrenner","Disconnection","12","15","Pool B","Mixed 1. Liga","4","mixed1","ESV München",
"2019-06-22 12:20:00",,,"Sugar Mix","Die 7 Todsünden","13","15","Pool A","Mixed 1. Liga","4","mixed1","ESV München",
"2019-06-22 14:00:00",,,"Maultaschen","Zamperl","15","8","Pool B","Mixed 1. Liga","4","mixed1","ESV München",
