"Time","HomeSchedulingName","AwaySchedulingName","HomeTeam","AwayTeam","HomeScores","VisitorScores","Pool","Division","Field","ReservationGroup","Place","GameName"
"2019-06-22 15:40:00",,,"Sugar Mix","ULMtimates","15","12","Pool A","Mixed 1. Liga","4","mixed1","ESV München",
"2019-06-22 17:20:00",,,"Maultaschen","Deine Mudder","15","11","Pool B","Mixed 1. Liga","4","mixed1","ESV München",
"2019-06-22 09:00:00",,,"Frühmix","Bonobos","6","15","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-22 10:40:00",,,"Hucks Ultimate Club Berlin","Nullacht! Ultimate Münster","11","12","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-22 12:20:00",,,"Frizzly Bears","Frühmix","15","7","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-22 14:00:00",,,"Endzonis","Hucks Ultimate Club Berlin","0","15","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-22 15:40:00",,,"Frühmix","Tekielas","7","15","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-22 17:20:00",,,"Nullacht! Ultimate Münster","Endzonis","15","0","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-22 09:00:00",,,"Tekielas","Frizzly Bears","15","13","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-22 10:40:00",,,"Family Ultimate","Endzonis","15","0","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-22 12:20:00",,,"Bonobos","Tekielas","15","8","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-22 14:00:00",,,"Nullacht! Ultimate Münster","Family Ultimate","15","10","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-22 15:40:00",,,"Bonobos","Frizzly Bears","15","8","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-22 17:20:00",,,"Hucks Ultimate Club Berlin","Family Ultimate","15","11","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-22 09:00:00",,,"Team Südsee","Paradisco Jena","15","10","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-22 10:40:00",,,"Monaco Mix","Wurfkultur Bamberg","15","3","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-22 12:20:00",,,"Colorados","Team Südsee","11","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-22 14:00:00",,,"Frisbee Fieber","Monaco Mix","8","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-22 15:40:00",,,"Team Südsee","Next Generation","10","12","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-22 17:20:00",,,"Wurfkultur Bamberg","Frisbee Fieber","11","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-22 09:00:00",,,"Next Generation","Colorados","15","4","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-22 10:40:00",,,"Heidees","Frisbee Fieber","9","15","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-22 12:20:00",,,"Paradisco Jena","Next Generation","12","10","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-22 14:00:00",,,"Wurfkultur Bamberg","Heidees","11","12","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-22 15:40:00",,,"Paradisco Jena","Colorados","14","15","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-22 17:20:00",,,"Monaco Mix","Heidees","15","9","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-22 09:00:00",,,"Red Eagles","Hallunken","7","15","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-22 10:40:00",,,"Drehst'n Deckel","Goldfingers","15","11","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-22 12:20:00",,,"Griffin's Lehre","Red Eagles","10","15","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-22 14:00:00",,,"BRLO Ultmte Berlin","Drehst'n Deckel","15","5","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-22 15:40:00",,,"Red Eagles","Hund Flach Werfen","11","15","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-22 17:20:00",,,"Goldfingers","BRLO Ultmte Berlin","8","15","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-22 09:00:00",,,"Hund Flach Werfen","Griffin's Lehre","15","5","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-22 10:40:00",,,"Saxy Divers","BRLO Ultmte Berlin","5","15","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-22 12:20:00",,,"Hallunken","Hund Flach Werfen","15","9","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-22 14:00:00",,,"Goldfingers","Saxy Divers","5","15","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-22 15:40:00",,,"Hallunken","Griffin's Lehre","15","6","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-22 17:20:00",,,"Drehst'n Deckel","Saxy Divers","7","15","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-22 09:00:00",,,"Funatics","DU bist Frisbee","15","10","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-22 10:40:00",,,"Hamburg Sturmflut 2","Endzonengammler Essen","15","9","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-22 12:20:00",,,"Göttinger 7","Funatics","15","12","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-22 14:00:00",,,"Fischkutter","Hamburg Sturmflut 2","6","15","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-22 15:40:00",,,"Funatics","Hamburg Alsters","15","10","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-22 17:20:00",,,"Endzonengammler Essen","Fischkutter","15","10","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-22 09:00:00",,,"Hamburg Alsters","Göttinger 7","5","15","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-22 10:40:00",,,"Bonnsai","Fischkutter","15","5","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-22 12:20:00",,,"DU bist Frisbee","Hamburg Alsters","13","14","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-22 14:00:00",,,"Endzonengammler Essen","Bonnsai","9","15","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-22 15:40:00",,,"DU bist Frisbee","Göttinger 7","7","15","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-22 17:20:00",,,"Hamburg Sturmflut 2","Bonnsai","15","11","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-22 10:00:00",,,"Feldmädchen","Friendly Fire","15","10","Pool A","Mixed 3. Liga SW","1","mixed3sw","Stuttgart",
"2019-06-22 11:40:00",,,"Ars Ludendi","Himmelstürmer","15","9","Pool A","Mixed 3. Liga SW","1","mixed3sw","Stuttgart",
"2019-06-22 14:20:00",,,"Himmelstürmer","Flying Igels","8","15","Pool A","Mixed 3. Liga SW","1","mixed3sw","Stuttgart",
"2019-06-22 17:00:00",,,"Feldmädchen","Himmelstürmer","15","11","Pool A","Mixed 3. Liga SW","1","mixed3sw","Stuttgart",
"2019-06-22 18:40:00",,,"Hechte","Ars Ludendi","6","14","Pool A","Mixed 3. Liga SW","1","mixed3sw","Stuttgart",
"2019-06-22 10:00:00",,,"Flying Igels","Hechte","15","10","Pool A","Mixed 3. Liga SW","2","mixed3sw","Stuttgart",
"2019-06-22 12:40:00",,,"Hechte","Feldmädchen","9","15","Pool A","Mixed 3. Liga SW","2","mixed3sw","Stuttgart",
"2019-06-22 15:20:00",,,"Ars Ludendi","Friendly Fire","13","14","Pool A","Mixed 3. Liga SW","2","mixed3sw","Stuttgart",
"2019-06-22 18:40:00",,,"Friendly Fire","Flying Igels","10","15","Pool A","Mixed 3. Liga SW","2","mixed3sw","Stuttgart",
"2019-06-22 10:00:00",,,"Stoneheads","Parkscheibe","0","15","Pool A","Mixed 4. Liga NO","1","mixed4no","Berlin",
"2019-06-22 12:30:00",,,"Parkscheibe","DiscUrs","15","7","Pool A","Mixed 4. Liga NO","1","mixed4no","Berlin",
"2019-06-22 15:00:00",,,"RotoR Ultimate Berlin","Schleudertrauma","9","15","Pool A","Mixed 4. Liga NO","1","mixed4no","Berlin",
"2019-06-22 10:00:00",,,"DiscUrs","RotoR Ultimate Berlin","8","15","Pool A","Mixed 4. Liga NO","2","mixed4no","Berlin",
"2019-06-22 12:30:00",,,"Stoneheads","Schleudertrauma","0","15","Pool A","Mixed 4. Liga NO","2","mixed4no","Berlin",
"2019-06-22 15:00:00",,,"DiscUrs","Stoneheads","15","0","Pool A","Mixed 4. Liga NO","2","mixed4no","Berlin",
"2019-06-22 11:00:00",,,"Ultimate am See","Seichtwasserschnorchler","0","15","Pool A","Mixed 3. Liga SO","1","mixed3so","Erlangen",
"2019-06-22 13:30:00",,,"Seichtwasserschnorchler","Ratisbona Eagles","5","15","Pool A","Mixed 3. Liga SO","1","mixed3so","Erlangen",
"2019-06-22 16:00:00",,,"MINT","Unwucht","15","7","Pool A","Mixed 3. Liga SO","1","mixed3so","Erlangen",
"2019-06-22 11:00:00",,,"Ratisbona Eagles","MINT","4","12","Pool A","Mixed 3. Liga SO","2","mixed3so","Erlangen",
"2019-06-22 13:30:00",,,"Ultimate am See","Unwucht","0","15","Pool A","Mixed 3. Liga SO","2","mixed3so","Erlangen",
"2019-06-22 16:00:00",,,"Ratisbona Eagles","Ultimate am See","15","0","Pool A","Mixed 3. Liga SO","2","mixed3so","Erlangen",
"2019-06-23 09:00:00",,,"Hässliche Erdferkel","Disconnection","15","12","Pool B","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-23 10:40:00",,,"Disc-o-Fever","Disckick","12","15","Pool A","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-23 12:20:00",,,"Mainzelrenner","Hässliche Erdferkel","11","15","Pool B","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-23 14:00:00",,,"Tiefseetaucher","Disc-o-Fever","15","12","Pool A","Mixed 1. Liga","1","mixed1","ESV München",
"2019-06-23 09:00:00",,,"Ars Ludendi","Deine Mudder","15","12","Pool B","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-23 10:40:00",,,"Colorado","ULMtimates","15","6","Pool A","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-23 12:20:00",,,"Zamperl","Ars Ludendi","8","15","Pool B","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-23 14:00:00",,,"Die 7 Todsünden","Colorado","13","15","Pool A","Mixed 1. Liga","2","mixed1","ESV München",
"2019-06-23 09:00:00",,,"Mainzelrenner","Maultaschen","15","11","Pool B","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-23 10:40:00",,,"Tiefseetaucher","Sugar Mix","9","15","Pool A","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-23 12:20:00",,,"Disconnection","Maultaschen","15","13","Pool B","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-23 14:00:00",,,"Disckick","Sugar Mix","10","15","Pool A","Mixed 1. Liga","3","mixed1","ESV München",
"2019-06-23 09:00:00",,,"Zamperl","Frau Rauscher & the Bembelboys","10","15","Pool B","Mixed 1. Liga","4","mixed1","ESV München",
"2019-06-23 10:40:00",,,"Die 7 Todsünden","Sturmflut","13","15","Pool A","Mixed 1. Liga","4","mixed1","ESV München",
"2019-06-23 12:20:00",,,"Deine Mudder","Frau Rauscher & the Bembelboys","15","10","Pool B","Mixed 1. Liga","4","mixed1","ESV München",
"2019-06-23 14:00:00",,,"ULMtimates","Sturmflut","12","15","Pool A","Mixed 1. Liga","4","mixed1","ESV München",
"2019-06-23 09:00:00",,,"Hucks Ultimate Club Berlin","Frizzly Bears","15","4","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-23 10:40:00",,,"Family Ultimate","Bonobos","13","11","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-23 12:20:00",,,"Tekielas","Hucks Ultimate Club Berlin","15","14","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-23 14:00:00",,,"Family Ultimate","Frühmix","15","7","Pool A","Mixed 2. Liga Nord","1","mixed2n","Münster",
"2019-06-23 09:00:00",,,"Tekielas","Nullacht! Ultimate Münster","12","15","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-23 10:40:00",,,"Frühmix","Endzonis","15","0","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-23 12:20:00",,,"Frizzly Bears","Nullacht! Ultimate Münster","4","15","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-23 14:00:00",,,"Endzonis","Bonobos","0","15","Pool A","Mixed 2. Liga Nord","2","mixed2n","Münster",
"2019-06-23 09:00:00",,,"Monaco Mix","Colorados","15","6","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-23 10:40:00",,,"Heidees","Paradisco Jena","8","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-23 12:20:00",,,"Next Generation","Monaco Mix","13","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-23 14:00:00",,,"Heidees","Team Südsee","9","15","Pool A","Mixed 2. Liga Süd","1","mixed2s","ESV München",
"2019-06-23 09:00:00",,,"Next Generation","Wurfkultur Bamberg","14","15","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-23 10:40:00",,,"Team Südsee","Frisbee Fieber","14","13","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-23 12:20:00",,,"Colorados","Wurfkultur Bamberg","7","15","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-23 14:00:00",,,"Frisbee Fieber","Paradisco Jena","15","12","Pool A","Mixed 2. Liga Süd","2","mixed2s","ESV München",
"2019-06-23 09:00:00",,,"Drehst'n Deckel","Griffin's Lehre","15","7","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-23 10:40:00",,,"Saxy Divers","Hallunken","13","11","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-23 12:20:00",,,"Hund Flach Werfen","Drehst'n Deckel","15","8","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-23 14:00:00",,,"Saxy Divers","Red Eagles","15","7","Pool A","Mixed 3. Liga NO","1","mixed3no","Berlin",
"2019-06-23 09:00:00",,,"Hund Flach Werfen","Goldfingers","15","4","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-23 10:40:00",,,"Red Eagles","BRLO Ultmte Berlin","4","15","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-23 12:20:00",,,"Griffin's Lehre","Goldfingers","11","15","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-23 14:00:00",,,"BRLO Ultmte Berlin","Hallunken","15","7","Pool A","Mixed 3. Liga NO","2","mixed3no","Berlin",
"2019-06-23 09:00:00",,,"Hamburg Sturmflut 2","Göttinger 7","12","14","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-23 10:40:00",,,"Bonnsai","DU bist Frisbee","15","9","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-23 12:20:00",,,"Hamburg Alsters","Hamburg Sturmflut 2","9","13","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-23 14:00:00",,,"Bonnsai","Funatics","15","4","Pool A","Mixed 3. Liga NW","1","mixed3nw","Bonn",
"2019-06-23 09:00:00",,,"Hamburg Alsters","Endzonengammler Essen","14","15","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-23 10:40:00",,,"Funatics","Fischkutter","14","12","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-23 12:20:00",,,"Göttinger 7","Endzonengammler Essen","15","4","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-23 14:00:00",,,"Fischkutter","DU bist Frisbee","9","15","Pool A","Mixed 3. Liga NW","2","mixed3nw","Bonn",
"2019-06-23 09:00:00",,,"Himmelstürmer","Friendly Fire","13","9","Pool A","Mixed 3. Liga SW","1","mixed3sw","Stuttgart",
"2019-06-23 11:30:00",,,"Flying Igels","Feldmädchen","6","10","Pool A","Mixed 3. Liga SW","1","mixed3sw","Stuttgart",
"2019-06-23 14:00:00",,,"Ars Ludendi","Flying Igels","13","6","Pool A","Mixed 3. Liga SW","1","mixed3sw","Stuttgart",
"2019-06-23 09:00:00",,,"Feldmädchen","Ars Ludendi","3","13","Pool A","Mixed 3. Liga SW","2","mixed3sw","Stuttgart",
"2019-06-23 11:30:00",,,"Friendly Fire","Hechte","7","12","Pool A","Mixed 3. Liga SW","2","mixed3sw","Stuttgart",
"2019-06-23 14:00:00",,,"Hechte","Himmelstürmer","6","12","Pool A","Mixed 3. Liga SW","2","mixed3sw","Stuttgart",
"2019-06-23 10:00:00",,,"Unwucht","Seichtwasserschnorchler","9","14","Pool A","Mixed 3. Liga SO","1","mixed3so","Erlangen",
"2019-06-23 12:30:00",,,"Seichtwasserschnorchler","MINT","4","15","Pool A","Mixed 3. Liga SO","1","mixed3so","Erlangen",
"2019-06-23 10:00:00",,,"MINT","Ultimate am See","15","0","Pool A","Mixed 3. Liga SO","2","mixed3so","Erlangen",
"2019-06-23 12:30:00",,,"Unwucht","Ratisbona Eagles","2","15","Pool A","Mixed 3. Liga SO","2","mixed3so","Erlangen",
"2019-06-23 10:00:00",,,"Schleudertrauma","Parkscheibe","9","13","Pool A","Mixed 4. Liga NO","1","mixed4no","Berlin",
"2019-06-23 12:30:00",,,"Parkscheibe","RotoR Ultimate Berlin","7","13","Pool A","Mixed 4. Liga NO","1","mixed4no","Berlin",
"2019-06-23 10:00:00",,,"RotoR Ultimate Berlin","Stoneheads","15","0","Pool A","Mixed 4. Liga NO","2","mixed4no","Berlin",
"2019-06-23 12:30:00",,,"Schleudertrauma","DiscUrs","15","7","Pool A","Mixed 4. Liga NO","2","mixed4no","Berlin",
"2019-06-30 10:30:00",,,"Münchner Kindl U17","Isarrunners","2","13","Round Robin","U20 Quali SO","1","Quali SO","Augsburg",
"2019-06-30 11:30:00",,,"Isarrunners","Münchner Kindl U20","13","5","Round Robin","U20 Quali SO","1","Quali SO","Augsburg",
"2019-06-30 12:30:00",,,"Münchner Kindl U20","Münchner Kindl U17","9","5","Round Robin","U20 Quali SO","1","Quali SO","Augsburg",
"2019-06-30 10:00:00",,,"Ultimate am See","Juniorwolves/Lufos","2","12","Round Robin","U14 Quali SO","2","Quali SO","Augsburg",
"2019-06-30 11:00:00",,,"Juniorwolves/Lufos","MuH - Mir uss Haldawang","13","1","Round Robin","U14 Quali SO","2","Quali SO","Augsburg",
"2019-06-30 12:00:00",,,"MuH - Mir uss Haldawang","Ultimate am See","7","1","Round Robin","U14 Quali SO","2","Quali SO","Augsburg",
"2019-07-13 11:00:00",,,"Torpedo Phoenix","Goldfingers","6","15","Round Robin","Mixed Masters","1","Masters","Berlin",
"2019-07-13 13:30:00",,,"Old Main Line","Torpedo Phoenix","15","9","Round Robin","Mixed Masters","1","Masters","Berlin",
"2019-07-13 16:00:00",,,"Old Main Line","Goldfingers","15","12","Round Robin","Mixed Masters","1","Masters","Berlin",
"2019-07-13 11:00:00",,,"TiB Mixed Masters","Old Main Line","15","7","Round Robin","Mixed Masters","2","Masters","Berlin",
"2019-07-13 13:30:00",,,"Goldfingers","TiB Mixed Masters","15","5","Round Robin","Mixed Masters","2","Masters","Berlin",
"2019-07-13 16:00:00",,,"Torpedo Phoenix","TiB Mixed Masters","10","15","Round Robin","Mixed Masters","2","Masters","Berlin",
"2019-07-14 10:00:00","Round Robin 1","Round Robin 4","Goldfingers","Torpedo Phoenix","15","3","Playoffs","Mixed Masters","1","Masters","Berlin",
"2019-07-14 13:00:00","SF Winner 1","SF Winner 2","Goldfingers","TiB Mixed Masters","15","12","Playoffs Finals","Mixed Masters","1","Masters","Berlin",
"2019-07-14 10:00:00","Round Robin 2","Round Robin 3","TiB Mixed Masters","Old Main Line","15","12","Playoffs","Mixed Masters","2","Masters","Berlin",
"2019-07-14 12:30:00","SF Loser 1","SF Loser 2","Torpedo Phoenix","Old Main Line","3","15","Playoffs Finals","Mixed Masters","2","Masters","Berlin",
"2019-07-27 09:00:00",,,"DU bist Frisbee","Bonnsai","11","15","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-27 10:40:00",,,"Frisbielefeld","Bonobos","1","15","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-27 12:20:00",,,"Die 7 Todsünden","Bonnsai","1","15","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-27 14:00:00",,,"Bonobos","DU bist Frisbee","13","14","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-27 15:40:00",,,"Die 7 Todsünden","Frisbielefeld","15","8","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-27 17:20:00",,,"Bonnsai","Bonobos","15","13","Pool A","Open 3. Liga NW","1","open3nw","Bochum",
"2019-07-27 09:00:00",,,"Mainzelmädchen","MarGie","15","3","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-27 10:40:00",,,"Woodchicas","Frankas","15","5","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-27 12:20:00",,,"JinX","Mainzelmädchen","6","15","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-27 14:00:00",,,"Black Foxx","Woodchicas","15","13","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-27 15:40:00",,,"Mainzelmädchen","Heidelbärchen","15","9","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-27 17:20:00",,,"Frankas","Black Foxx","14","15","Pool A","Damen 1. Liga","1","damen1","Gießen",
"2019-07-27 09:00:00",,,"Heidelbärchen","JinX","15","13","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-27 10:40:00",,,"Seagulls","Black Foxx","15","10","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-27 12:20:00",,,"MarGie","Heidelbärchen","14","15","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-27 14:00:00",,,"Frankas","Seagulls","10","15","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-27 15:40:00",,,"MarGie","JinX","7","15","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-27 17:20:00",,,"Woodchicas","Seagulls","15","10","Pool A","Damen 1. Liga","2","damen1","Gießen",
"2019-07-27 09:00:00",,,"Hucks Ultimate Club Berlin","U de Cologne","12","13","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-27 10:40:00",,,"Saxy Berries","Goldfingers PotsDamen","15","4","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-27 12:20:00",,,"Nullacht! Ultimate","Hucks Ultimate Club Berlin","0","15","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-27 14:00:00",,,"Bonobos ","Saxy Berries","11","13","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-27 15:40:00",,,"Hucks Ultimate Club Berlin","DAX","13","8","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-27 17:20:00",,,"Nullacht! Ultimate","Saxy Berries","0","15","Pool A","Damen 2. Liga Nord","1","damen2n","Magdeburg",
"2019-07-27 09:00:00",,,"Nullacht! Ultimate","Gulls2Sea","0","15","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-27 10:40:00",,,"Bonobos ","M-Pfau","13","10","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-27 12:20:00",,,"DAX","U de Cologne","4","15","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-27 14:00:00",,,"M-Pfau","Goldfingers PotsDamen","15","2","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-27 15:40:00",,,"U de Cologne","Gulls2Sea","15","6","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-27 17:20:00",,,"Goldfingers PotsDamen","Bonobos ","3","15","Pool A","Damen 2. Liga Nord","2","damen2n","Magdeburg",
"2019-07-27 09:00:00",,,"Chicyrria","Paradisca Jena","15","11","Pool A","Damen 2. Liga Süd","1","damen2s","Bad Rappenau",
"2019-07-27 10:40:00",,,"GoHo Girls","Mainz Ludendi","15","0","Pool A","Damen 2. Liga Süd","1","damen2s","Bad Rappenau",
"2019-07-27 13:10:00",,,"Mainz Ludendi","Bad Chicks","0","0","Pool A","Damen 2. Liga Süd","1","damen2s","Bad Rappenau",
"2019-07-27 14:50:00",,,"GoHo Girls","Paradisca Jena","15","7","Pool A","Damen 2. Liga Süd","1","damen2s","Bad Rappenau",
"2019-07-27 16:30:00",,,"Chicyrria","Mainz Ludendi","15","0","Pool A","Damen 2. Liga Süd","1","damen2s","Bad Rappenau",
"2019-07-27 18:10:00",,,"Frau Rauscher","GoHo Girls","10","15","Pool A","Damen 2. Liga Süd","1","damen2s","Bad Rappenau",
"2019-07-27 10:40:00",,,"Bad Chicks","Frau Rauscher","0","15","Pool A","Damen 2. Liga Süd","2","damen2s","Bad Rappenau",
"2019-07-27 13:10:00",,,"Frau Rauscher","Chicyrria","15","11","Pool A","Damen 2. Liga Süd","2","damen2s","Bad Rappenau",
"2019-07-27 18:10:00",,,"Paradisca Jena","Bad Chicks","15","0","Pool A","Damen 2. Liga Süd","2","damen2s","Bad Rappenau",
"2019-07-27 09:00:00",,,"Funatics","Family Ultimate","11","15","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-27 10:40:00",,,"M.U.C.","GeRey","15","10","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-27 12:00:00",,,"Family Ultimate","Hardfisch","15","11","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-27 13:45:00",,,"Ars Ludendi","M.U.C.","14","15","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-27 15:25:00",,,"Family Ultimate","7Schwaben","10","15","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-27 17:20:00",,,"M.U.C.","Wall City","13","15","Vorrunde B","Open 1. Liga","1","open1","Darmstadt",
"2019-07-27 09:00:00",,,"Hardfisch","7Schwaben","13","15","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
"2019-07-27 10:40:00",,,"Wall City","Ars Ludendi","15","12","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
"2019-07-27 12:20:00",,,"7Schwaben","Funatics","15","5","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
"2019-07-27 13:45:00",,,"GeRey","Wall City","14","15","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
"2019-07-27 15:25:00",,,"Hardfisch","Funatics","15","11","Vorrunde B","Open 1. Liga","2","open1","Darmstadt",
